chain_name,product_family,brand_flavor,store_state,week_ending,brand_units_per_package,package_sales,dollar_sales,selling_stores
Retailer B,Brand Two,Mint,NE,2019-10-05,2,18.000000,242.820000,16
Retailer B,Brand One,Classic,WY,2019-03-09,2,37.000000,369.630000,17
Retailer A,Brand One,Mint,MD,2019-08-31,4,287.000000,5163.130000,50
Retailer B,Brand Two,Classic,WY,2019-11-16,2,17.000000,222.330000,16
Retailer B,Brand Three,Classic,SD,2019-09-21,2,4.000000,39.960000,8
Retailer B,Brand Two,Classic,IA,2019-02-02,2,114.000000,1537.860000,86
Retailer A,Brand Three,Mint,DE,2019-04-13,2,428.000000,4275.720000,40
Retailer C,Brand One,Flavored,OK,2019-03-16,4,2139.000000,34202.610000,47
Retailer B,Brand One,Mint,AR,2019-05-18,2,108.000000,1078.920000,48
Retailer A,Brand One,Flavored,DC,2019-03-30,4,45.000000,1349.550000,2
Retailer B,Brand Two,Mint,IA,2019-04-13,2,216.000000,2913.840000,100
Retailer B,Brand One,Mint,AR,2019-03-02,4,231.000000,3693.690000,48
Retailer B,Brand Three,Mint,AR,2019-03-02,2,75.000000,749.250000,28
Retailer B,Brand One,Classic,CO,2019-08-03,4,573.000000,9162.270000,65
Retailer B,Brand Three,Flavored,OK,2019-07-13,2,2208.000000,22054.830000,46
Retailer A,Brand Two,Classic,DE,2019-11-09,2,162.000000,2164.380000,42
Retailer A,Brand One,Flavored,DE,2019-12-07,4,81.000000,1457.190000,40
Retailer B,Brand One,Mint,AR,2019-11-30,2,237.000000,2367.630000,49
Retailer B,Brand Two,Flavored,NE,2019-09-21,2,33.000000,445.170000,18
Retailer A,Brand Three,Classic,PA,2019-12-07,2,1424.000000,17073.760000,232
Retailer C,Brand Two,Classic,OK,2019-11-30,2,158.000000,2113.920000,47
Retailer B,Brand One,Mint,CO,2019-12-07,4,699.000000,11177.010000,65
Retailer B,Brand One,Classic,IA,2019-12-21,4,717.000000,11464.830000,103
Retailer A,Brand One,Flavored,FL,2019-12-28,2,2.000000,23.980000,29
Retailer B,Brand Three,Classic,CO,2019-08-31,2,204.000000,2037.960000,64
Retailer A,Brand Three,Flavored,VA,2019-12-28,2,4512.000000,45074.880000,88
Retailer A,Brand One,Flavored,FL,2019-12-21,2,0.000000,0.000000,32
Retailer A,Brand Two,Mint,VA,2019-12-07,2,599.000000,8080.510000,88
Retailer C,Brand Two,Classic,CO,2020-02-01,2,1239.000000,15975.770000,182
Retailer C,Brand One,Mint,TX,2020-01-18,4,594.000000,9443.010000,72
Retailer C,Brand One,Mint,TX,2020-02-15,4,616.000000,9824.840000,72
Retailer A,Brand One,Mint,PA,2020-03-21,4,5043.000000,110895.570000,182
Retailer A,Brand One,Mint,DE,2020-02-29,4,1101.000000,19806.990000,42
Retailer C,Brand Two,Flavored,NM,2020-01-18,2,74.000000,1111.480000,72
Retailer A,Brand One,Classic,PA,2020-05-02,4,3092.000000,67993.080000,211
Retailer B,Brand Two,Flavored,MO,2020-04-04,2,,,35
Retailer A,Brand Three,Classic,VA,2020-05-02,2,1061.000000,10599.390000,89
Retailer A,Brand Two,Classic,DE,2020-03-14,2,396.000000,5324.540000,44
Retailer B,Brand Two,Mint,IA,2020-02-15,2,1408.000000,18079.400000,104
Retailer A,Brand One,Mint,MD,2020-02-08,2,318.000000,3812.820000,51
Retailer C,Brand Three,Classic,NM,2020-02-29,2,294.000000,3525.060000,77
Retailer A,Brand One,Mint,DE,2020-05-09,2,447.000000,5359.530000,42
Retailer C,Brand One,Mint,OK,2020-04-18,4,1009.000000,16133.910000,47
Retailer C,Brand One,Flavored,OK,2020-04-25,4,,,46
Retailer A,Brand Two,Mint,DE,2020-01-25,2,96.000000,1295.040000,44
Retailer B,Brand One,Mint,MO,2020-02-22,4,1334.000000,21330.660000,68
Retailer C,Brand One,Mint,TX,2019-04-13,4,253.000000,4045.470000,66
Retailer C,Brand Two,Flavored,OK,2019-02-09,2,113.000000,1488.410000,46
Retailer B,Brand Two,Mint,IA,2019-03-09,2,187.000000,2518.130000,97
Retailer B,Brand One,Classic,MO,2019-09-21,2,152.000000,1518.480000,68
Retailer B,Brand One,Classic,IA,2020-01-04,2,217.000000,2167.830000,102
Retailer B,Brand Three,Mint,CO,2019-12-07,2,380.000000,3796.200000,64
Retailer C,Brand Three,Flavored,TX,2020-01-11,2,1599.000000,15974.010000,71
Retailer C,Brand Two,Mint,NM,2019-10-26,2,45.000000,675.900000,56
Retailer C,Brand One,Classic,CO,2020-01-18,4,3077.000000,49201.230000,183
Retailer C,Brand One,Flavored,OK,2019-11-30,2,902.000000,9010.980000,47
Retailer A,Brand One,Mint,DE,2019-10-26,2,61.000000,731.390000,40
Retailer A,Brand One,Classic,MD,2020-01-18,4,721.000000,12953.850000,51
Retailer C,Brand One,Classic,NM,2020-02-29,4,327.000000,6536.730000,76
Retailer B,Brand One,Flavored,IA,2020-03-21,4,0.000000,0.000000,103
Retailer C,Brand One,Flavored,NM,2020-01-25,2,79.000000,947.210000,75
Retailer B,Brand One,Classic,ND,2020-04-11,4,113.000000,1744.970000,10
Retailer B,Brand One,Flavored,AR,2019-12-21,2,1115.000000,11138.850000,47
Retailer C,Brand One,Mint,OK,2019-02-23,2,23.000000,229.770000,6
Retailer A,Brand Two,Flavored,VA,2019-06-08,2,287.000000,3764.300000,86
Retailer A,Brand One,Mint,DE,2019-11-09,4,232.000000,4173.680000,40
Retailer C,Brand Three,Classic,NM,2020-01-04,2,134.000000,1606.660000,74
Retailer B,Brand One,Mint,SD,2019-12-07,4,68.000000,1087.320000,9
Retailer C,Brand Two,Mint,OK,2019-03-23,2,61.000000,822.890000,45
Retailer B,Brand Two,Flavored,OK,2019-05-04,2,63.000000,849.870000,46
Retailer B,Brand One,Mint,OK,2019-06-15,2,67.000000,669.330000,45
Retailer B,Brand One,Classic,SD,2019-08-31,4,37.000000,591.630000,9
Retailer B,Brand One,Classic,SD,2019-10-26,2,8.000000,79.920000,9
Retailer A,Brand One,Flavored,MD,2020-01-25,4,0.000000,0.000000,50
Retailer B,Brand Three,Mint,WY,2019-04-13,2,23.000000,229.770000,13
Retailer A,Brand One,Mint,MD,2020-12-05,2,384.000000,4604.160000,51
Retailer B,Brand One,Flavored,NE,2020-06-13,4,,,18
Retailer B,Brand Three,Flavored,NE,2020-12-12,2,,,18
Retailer B,Brand One,Flavored,MT,2020-05-30,2,,,1
Retailer B,Brand Three,Flavored,MT,2020-02-22,2,0.000000,0.000000,1
Retailer B,Brand Three,Flavored,ND,2020-05-16,2,,,9
Retailer B,Brand One,Mint,SD,2020-09-19,2,26.000000,256.740000,9
Retailer B,Brand One,Flavored,SD,2020-12-19,4,,,5
Retailer A,Brand Two,Classic,MD,2020-11-14,1,12.000000,95.880000,11
Retailer B,Brand Two,Flavored,ND,2020-06-27,2,,,6
Retailer B,Brand One,Mint,MT,2020-04-04,4,,,1
Retailer C,Brand Three,Flavored,TX,2020-03-28,2,,,1
Retailer A,Brand One,Classic,DC,2020-10-24,2,8.000000,159.920000,4
Retailer C,Brand Three,Flavored,OK,2020-04-04,2,,,2
Retailer A,Brand One,Classic,DC,2020-10-03,2,9.000000,179.910000,3
Retailer B,Brand Three,Mint,ND,2020-08-08,2,353.000000,3526.470000,10
Retailer B,Brand One,Classic,MT,2019-05-04,4,0.000000,0.000000,1
Retailer B,Brand Two,Classic,MT,2020-04-04,2,3.000000,40.470000,1
Retailer B,Brand One,Classic,MN,2020-07-04,4,1.000000,25.990000,2
Retailer B,Brand One,Flavored,MT,2020-06-13,2,,,1
Retailer B,Brand One,Classic,MN,2020-12-19,2,,,1
Retailer A,Brand Two,Mint,DC,2020-11-28,1,2.000000,27.980000,2
Retailer B,Brand One,Mint,MT,2020-08-29,2,5.000000,49.950000,1
Retailer B,Brand Two,Classic,MT,2020-05-30,2,11.000000,129.890000,1
Retailer B,Brand Two,Classic,MN,2020-08-01,2,3.000000,67.470000,2
Retailer B,Brand One,Classic,MT,2020-10-03,4,13.000000,207.870000,1
Retailer C,Brand Two,Classic,NM,2019-01-05,2,18.000000,242.820000,33
Retailer B,Brand Three,Classic,CO,2019-11-09,2,183.000000,1828.170000,65
Retailer A,Brand One,Classic,DE,2019-05-25,4,496.000000,8923.040000,42
Retailer B,Brand One,Mint,WY,2019-12-28,4,86.000000,1375.140000,17
Retailer B,Brand One,Mint,OK,2020-04-04,2,253.000000,2527.470000,47
Retailer A,Brand Three,Classic,PA,2020-05-02,2,3564.000000,42732.360000,233
Retailer C,Brand One,Mint,OK,2020-03-07,4,821.000000,13127.790000,47
Retailer B,Brand Three,Mint,MO,2020-02-22,2,1737.000000,17351.860000,68
Retailer A,Brand One,Flavored,DE,2020-04-11,4,,,40
Retailer A,Brand One,Mint,MD,2020-01-11,4,891.000000,16029.090000,51
Retailer B,Brand Three,Flavored,ND,2019-09-07,2,364.000000,3636.360000,10
Retailer B,Brand One,Mint,ND,2019-12-07,4,62.000000,991.380000,10
Retailer B,Brand One,Flavored,SD,2019-02-02,4,221.000000,3533.790000,9
Retailer B,Brand One,Mint,WY,2019-12-21,4,225.000000,3597.750000,17
Retailer B,Brand Two,Flavored,AR,2020-04-18,2,,,42
Retailer B,Brand Two,Classic,SD,2019-12-07,2,8.000000,93.920000,9
Retailer A,Brand Three,Classic,DC,2019-10-26,2,5.000000,79.950000,4
Retailer B,Brand Three,Classic,ND,2019-08-31,2,27.000000,269.730000,9
Retailer B,Brand One,Classic,WY,2019-05-25,4,51.000000,815.490000,17
Retailer B,Brand Three,Classic,OK,2020-03-07,2,589.000000,5884.110000,47
Retailer B,Brand Three,Classic,AR,2020-03-28,2,452.000000,4515.480000,49
Retailer B,Brand Two,Flavored,OK,2020-03-07,2,0.000000,0.000000,32
Retailer B,Brand Three,Classic,NE,2019-11-30,2,16.000000,159.840000,17
Retailer B,Brand Two,Classic,WY,2020-04-11,2,63.000000,807.870000,17
Retailer C,Brand One,Classic,NM,2020-04-11,4,333.000000,6656.670000,77
Retailer B,Brand Two,Flavored,CO,2020-04-11,2,,,53
Retailer B,Brand Three,Mint,ND,2019-11-23,2,35.000000,349.650000,9
Retailer A,Brand One,Flavored,DE,2020-05-02,4,,,40
Retailer B,Brand Three,Classic,CO,2020-02-29,2,653.000000,6522.450000,67
Retailer B,Brand Three,Flavored,MN,2019-11-16,2,9.000000,161.910000,2
Retailer B,Brand One,Mint,CO,2020-05-02,4,3075.000000,49169.250000,68
Retailer B,Brand One,Flavored,OK,2020-05-16,4,,,46
Retailer C,Brand One,Classic,NM,2020-05-16,2,114.000000,1366.860000,73
Retailer A,Brand One,Classic,VA,2020-05-23,2,246.000000,2949.540000,85
Retailer A,Brand One,Mint,DC,2019-06-01,2,2.000000,39.980000,2
Retailer B,Brand Two,Mint,SD,2019-11-23,2,24.000000,323.760000,8
Retailer C,Brand Three,Classic,TX,2020-02-01,2,103.000000,1028.970000,70
Retailer C,Brand One,Mint,OK,2019-01-26,2,21.000000,272.790000,6
Retailer B,Brand Two,Classic,CO,2020-06-06,2,633.000000,7101.650000,69
Retailer A,Brand Two,Mint,VA,2020-04-11,2,1555.000000,20969.930000,89
Retailer A,Brand One,Flavored,DC,2019-06-08,4,26.000000,779.740000,2
Retailer C,Brand Two,Flavored,OK,2020-02-08,2,4.000000,44.990000,35
Retailer C,Brand Two,Classic,OK,2020-04-18,2,372.000000,4984.740000,47
Retailer A,Brand Two,Flavored,PA,2020-05-23,2,,,113
Retailer C,Brand One,Mint,CO,2020-05-16,2,1123.000000,11218.770000,179
Retailer C,Brand Two,Mint,NM,2020-05-09,2,361.000000,4869.890000,76
Retailer A,Brand One,Mint,DC,2020-03-07,2,34.000000,679.660000,4
Retailer B,Brand One,Mint,MT,2019-06-15,4,1.000000,15.990000,1
Retailer A,Brand One,Mint,FL,2020-07-11,4,2883.000000,51865.170000,203
Retailer B,Brand Three,Mint,IA,2020-05-30,2,2361.000000,23586.390000,105
Retailer A,Brand One,Flavored,NJ,2020-05-30,4,,,234
Retailer A,Brand Three,Flavored,FL,2020-06-27,2,,,183
Retailer A,Brand Three,Mint,NJ,2020-06-06,2,0.000000,0.000000,244
Retailer C,Brand Two,Classic,CO,2020-07-11,2,1621.000000,19419.790000,183
Retailer B,Brand Two,Mint,MO,2020-08-29,2,1593.000000,18945.850000,67
Retailer A,Brand Three,Mint,FL,2020-07-11,2,5607.000000,56004.930000,206
Retailer A,Brand One,Classic,PA,2020-08-29,4,2948.000000,64826.520000,209
Retailer C,Brand One,Flavored,NM,2020-08-08,2,,,67
Retailer A,Brand One,Flavored,MD,2020-08-15,4,,,50
Retailer C,Brand One,Flavored,CO,2020-05-23,4,,,179
Retailer B,Brand Two,Flavored,MO,2020-06-13,2,,,42
Retailer A,Brand One,Flavored,MD,2020-07-11,2,,,50
Retailer B,Brand Three,Mint,AR,2020-04-25,2,2834.000000,28311.660000,49
Retailer B,Brand One,Flavored,IA,2020-10-10,4,,,102
Retailer C,Brand One,Mint,CO,2020-09-26,2,1095.000000,10931.090000,181
Retailer C,Brand One,Classic,NM,2020-06-20,2,149.000000,1786.510000,75
Retailer B,Brand Two,Flavored,AR,2020-07-11,2,,,44
Retailer B,Brand Two,Mint,SD,2020-08-15,2,105.000000,1258.950000,9
Retailer A,Brand One,Flavored,FL,2020-07-25,2,,,182
Retailer C,Brand One,Flavored,OK,2019-02-02,4,2230.000000,38268.220000,47
Retailer A,Brand Three,Flavored,NJ,2019-03-02,2,4385.000000,43806.150000,234
Retailer A,Brand Two,Classic,PA,2019-03-16,2,257.000000,4862.430000,162
Retailer A,Brand One,Flavored,FL,2019-01-12,4,5064.000000,91101.360000,157
Retailer C,Brand Three,Flavored,CO,2019-04-20,2,776.000000,7752.240000,140
Retailer C,Brand Two,Flavored,CO,2019-05-18,2,358.000000,4817.420000,171
Retailer B,Brand One,Mint,MO,2019-02-16,2,129.000000,1288.710000,65
Retailer C,Brand One,Classic,TX,2019-02-02,2,68.000000,701.340000,49
Retailer C,Brand Two,Flavored,OK,2019-04-13,2,37.000000,499.130000,38
Retailer A,Brand Three,Flavored,NJ,2019-03-16,2,4381.000000,43766.190000,235
Retailer A,Brand Two,Mint,NJ,2019-02-16,2,369.000000,5162.310000,159
Retailer A,Brand One,Mint,VA,2019-05-04,2,198.000000,2374.020000,83
Retailer B,Brand One,Classic,OK,2019-01-12,2,64.000000,639.360000,40
Retailer B,Brand One,Mint,CO,2019-02-09,2,174.000000,1738.260000,62
Retailer A,Brand Two,Classic,PA,2019-03-02,2,239.000000,4513.650000,160
Retailer B,Brand One,Mint,NE,2019-02-16,2,23.000000,229.770000,14
Retailer A,Brand One,Flavored,MD,2019-05-04,4,2047.000000,36825.530000,50
Retailer B,Brand One,Flavored,WY,2019-02-09,2,85.000000,849.150000,17
Retailer C,Brand Two,Flavored,NM,2019-02-09,2,55.000000,741.950000,62
Retailer A,Brand Three,Mint,FL,2019-03-30,2,1440.000000,14385.600000,168
Retailer B,Brand One,Mint,CO,2019-04-20,2,138.000000,1378.620000,63
Retailer A,Brand Two,Mint,NJ,2019-04-27,2,424.000000,5867.260000,179
Retailer A,Brand One,Mint,PA,2019-05-11,4,1011.000000,22231.890000,204
Retailer A,Brand One,Classic,NJ,2019-05-11,4,3191.000000,57406.090000,241
Retailer C,Brand Three,Flavored,CO,2019-08-10,2,6924.000000,69170.760000,180
Retailer A,Brand Three,Mint,DE,2019-06-15,2,689.000000,6883.110000,40
Retailer A,Brand One,Flavored,PA,2019-08-24,4,10798.000000,237448.020000,209
Retailer A,Brand Three,Mint,MD,2019-07-06,2,1333.000000,13316.670000,51
Retailer A,Brand Two,Classic,NJ,2019-07-13,2,318.000000,4276.820000,187
Retailer C,Brand One,Classic,OK,2019-05-18,4,325.000000,5196.750000,47
Retailer A,Brand One,Flavored,DE,2019-08-17,2,497.000000,5959.030000,40
Retailer C,Brand Three,Flavored,CO,2019-08-17,2,7070.000000,70629.300000,180
Retailer A,Brand Two,Classic,DE,2019-08-10,2,105.000000,1300.950000,37
Retailer C,Brand Two,Mint,CO,2019-06-22,2,279.000000,3756.740000,174
Retailer B,Brand Two,Flavored,WY,2019-06-15,2,33.000000,445.170000,17
Retailer C,Brand Two,Mint,CO,2019-06-29,2,268.000000,3569.890000,173
Retailer C,Brand One,Mint,CO,2019-07-27,2,236.000000,2357.640000,164
Retailer C,Brand Two,Flavored,CO,2019-07-06,2,371.000000,5001.280000,170
Retailer C,Brand Two,Classic,TX,2019-07-20,2,15.000000,170.850000,43
Retailer A,Brand Three,Classic,MD,2019-07-20,2,418.000000,4175.820000,51
Retailer A,Brand Two,Flavored,FL,2019-08-31,2,1128.000000,15107.670000,187
Retailer B,Brand One,Classic,AR,2019-08-31,2,129.000000,1288.710000,48
Retailer A,Brand Two,Mint,MD,2019-05-25,2,199.000000,2642.530000,49
Retailer B,Brand One,Flavored,MO,2019-09-28,4,1540.000000,24623.600000,71
Retailer A,Brand Two,Classic,NJ,2019-10-12,2,660.000000,8878.920000,241
Retailer C,Brand Two,Flavored,CO,2019-07-27,2,361.000000,4859.410000,169
Retailer B,Brand One,Mint,IA,2019-09-07,4,270.000000,4317.300000,102
Retailer C,Brand Three,Mint,CO,2019-09-14,2,1504.000000,15018.960000,180
Retailer C,Brand One,Mint,OK,2019-07-06,4,89.000000,1423.110000,46
Retailer B,Brand Two,Flavored,IA,2019-07-13,2,329.000000,4438.210000,101
Retailer B,Brand Three,Mint,IA,2019-06-01,2,330.000000,3296.700000,102
Retailer B,Brand Two,Classic,OK,2019-06-22,2,31.000000,418.190000,42
Retailer B,Brand One,Mint,MO,2019-10-19,4,150.000000,2398.500000,69
Retailer B,Brand One,Classic,WY,2019-08-24,4,94.000000,1503.060000,17
Retailer A,Brand One,Flavored,NJ,2019-10-12,2,2882.000000,34555.180000,235
Retailer B,Brand Two,Classic,MO,2019-10-19,2,84.000000,1098.160000,62
Retailer A,Brand One,Flavored,NJ,2019-10-26,4,9407.000000,169231.930000,238
Retailer C,Brand One,Classic,OK,2019-09-07,2,105.000000,1048.950000,47
Retailer A,Brand Three,Mint,MD,2019-12-21,2,929.000000,9280.710000,51
Retailer B,Brand One,Mint,MO,2019-08-24,2,92.000000,919.080000,68
Retailer A,Brand Three,Classic,FL,2019-12-28,2,1262.000000,12607.380000,202
Retailer B,Brand One,Flavored,AR,2019-09-07,2,836.000000,8351.640000,49
Retailer C,Brand Two,Flavored,OK,2019-10-19,2,225.000000,3035.250000,44
Retailer B,Brand Three,Mint,IA,2019-09-07,2,594.000000,5934.060000,102
Retailer A,Brand Three,Mint,FL,2019-09-28,2,2315.000000,23119.890000,188
Retailer B,Brand One,Flavored,AR,2020-01-11,2,284.000000,2837.160000,46
Retailer A,Brand Two,Mint,FL,2019-11-09,2,1274.000000,17157.830000,202
Retailer A,Brand One,Mint,PA,2019-12-14,2,297.000000,4244.130000,207
Retailer B,Brand Three,Classic,AR,2019-12-21,2,115.000000,1148.850000,49
Retailer B,Brand One,Flavored,CO,2020-12-05,2,,,63
Retailer A,Brand Two,Flavored,VA,2020-09-19,2,,,84
Retailer A,Brand One,Flavored,MD,2020-10-24,4,,,50
Retailer B,Brand One,Mint,AR,2020-10-03,4,1911.000000,30556.890000,50
Retailer A,Brand Three,Classic,VA,2020-11-21,2,883.000000,8821.170000,93
Retailer A,Brand Two,Mint,MD,2020-11-21,1,250.000000,1997.500000,48
Retailer B,Brand One,Mint,OK,2020-10-17,4,904.000000,14454.960000,47
Retailer C,Brand One,Mint,NM,2020-07-18,4,801.000000,16011.990000,77
Retailer B,Brand One,Flavored,MT,2019-05-25,4,24.000000,383.760000,1
Retailer B,Brand Two,Classic,WY,2020-03-07,2,98.000000,1150.570000,17
Retailer B,Brand Three,Flavored,MN,2019-10-19,2,11.000000,197.890000,2
Retailer B,Brand Three,Mint,MO,2020-05-09,2,2878.000000,28751.220000,68
Retailer B,Brand One,Flavored,SD,2020-02-08,2,3.000000,26.970000,9
Retailer B,Brand One,Mint,OK,2020-04-11,2,231.000000,2307.690000,47
Retailer A,Brand Three,Mint,FL,2020-12-12,2,4825.000000,48201.750000,218
Retailer A,Brand One,Flavored,FL,2020-10-24,4,,,185
Retailer B,Brand One,Mint,AR,2020-11-14,2,403.000000,3622.970000,49
Retailer A,Brand One,Flavored,MD,2020-12-05,4,,,11
Retailer C,Brand One,Classic,NM,2020-12-26,2,133.000000,1416.170000,73
Retailer B,Brand Three,Classic,NE,2020-11-14,2,60.000000,599.400000,18
Retailer B,Brand One,Classic,MO,2020-11-28,4,477.000000,7627.230000,68
Retailer B,Brand One,Mint,IA,2020-10-31,4,2990.000000,47799.110000,107
Retailer B,Brand Two,Mint,NE,2020-12-26,1,43.000000,300.570000,18
Retailer B,Brand One,Mint,MN,2019-03-02,2,1.000000,14.990000,2
Retailer B,Brand Two,Flavored,MT,2019-03-09,2,0.000000,0.000000,1
Retailer B,Brand Two,Classic,MT,2019-12-07,2,2.000000,23.480000,1
Retailer B,Brand One,Mint,MO,2020-06-13,4,1756.000000,28078.440000,68
Retailer B,Brand Two,Flavored,MO,2020-05-23,2,,,46
Retailer A,Brand Three,Flavored,FL,2020-08-29,2,,,186
Retailer B,Brand Three,Mint,CO,2020-07-18,2,2534.000000,25312.860000,69
Retailer B,Brand One,Flavored,OK,2020-07-04,4,,,44
Retailer A,Brand One,Mint,DC,2020-07-25,2,11.000000,219.890000,4
Retailer A,Brand Three,Classic,MD,2020-07-25,2,874.000000,8731.260000,52
Retailer C,Brand One,Flavored,NM,2020-10-31,4,,,75
Retailer C,Brand Three,Flavored,TX,2020-07-04,2,,,70
Retailer C,Brand One,Classic,NM,2020-09-26,4,382.000000,5894.790000,77
Retailer B,Brand Three,Flavored,IA,2020-09-05,2,,,101
Retailer B,Brand Two,Flavored,ND,2020-10-17,2,,,7
Retailer A,Brand Three,Classic,MD,2020-11-07,2,725.000000,7242.750000,53
Retailer C,Brand Two,Classic,CO,2020-11-21,1,146.000000,1016.550000,83
Retailer B,Brand One,Classic,NE,2020-08-15,4,177.000000,2830.230000,18
Retailer C,Brand Three,Mint,TX,2020-11-07,2,1015.000000,10139.850000,72
Retailer A,Brand One,Mint,NJ,2020-11-07,2,17.000000,203.830000,180
Retailer B,Brand Three,Classic,AR,2020-12-12,2,494.000000,4935.060000,50
Retailer A,Brand Two,Classic,FL,2020-12-26,4,334.000000,5332.660000,181
Retailer B,Brand Three,Classic,MN,2020-01-11,2,3.000000,53.970000,1
Retailer B,Brand One,Flavored,MT,2019-01-05,2,6.000000,59.940000,1
Retailer B,Brand One,Mint,MN,2020-02-01,2,0.000000,0.000000,2
Retailer A,Brand Two,Classic,PA,2020-12-19,4,167.000000,3823.330000,86
Retailer A,Brand One,Flavored,DC,2019-06-15,4,33.000000,989.670000,2
Retailer B,Brand Two,Flavored,MT,2019-11-09,2,0.000000,0.000000,1
Retailer B,Brand Two,Mint,AR,2020-05-30,2,1331.000000,15879.660000,49
Retailer A,Brand One,Mint,MD,2020-05-30,2,585.000000,7014.150000,51
Retailer B,Brand Three,Flavored,AR,2020-08-22,2,,,49
Retailer B,Brand Two,Classic,NE,2020-11-21,2,117.000000,1252.800000,18
Retailer A,Brand Two,Classic,VA,2020-12-19,4,137.000000,2190.630000,62
Retailer A,Brand One,Classic,DC,2020-08-08,4,15.000000,449.850000,4
Retailer B,Brand One,Classic,NE,2020-11-14,4,188.000000,3006.120000,18
Retailer B,Brand Three,Mint,MT,2019-07-27,2,3.000000,29.970000,1
Retailer B,Brand One,Flavored,MN,2019-04-13,4,10.000000,259.900000,2
Retailer C,Brand Two,Flavored,TX,2020-10-24,2,,,67
Retailer B,Brand Two,Flavored,CO,2020-09-26,2,,,64
Retailer A,Brand Two,Flavored,MD,2020-12-26,2,,,7
Retailer B,Brand Two,Flavored,WY,2020-08-08,2,,,13
Retailer B,Brand Two,Classic,IA,2020-12-26,1,45.000000,314.550000,63
Retailer C,Brand One,Mint,OK,2020-10-31,2,303.000000,2429.730000,47
Retailer B,Brand One,Flavored,WY,2020-10-17,2,,,17
Retailer B,Brand One,Mint,MT,2019-12-21,4,2.000000,31.980000,1
Retailer C,Brand Three,Flavored,OK,2020-05-23,2,,,46
Retailer C,Brand One,Mint,TX,2019-12-07,2,186.000000,1858.140000,67
Retailer B,Brand One,Classic,NE,2019-12-14,2,126.000000,1258.740000,18
Retailer B,Brand One,Flavored,MN,2019-11-16,2,4.000000,59.960000,2
Retailer A,Brand Three,Flavored,DE,2019-09-14,2,2623.000000,26203.770000,40
Retailer B,Brand One,Classic,SD,2020-01-04,2,20.000000,199.800000,9
Retailer A,Brand Two,Mint,PA,2020-04-04,2,2533.000000,48101.670000,221
Retailer B,Brand One,Flavored,ND,2020-01-18,2,5.000000,49.950000,10
Retailer A,Brand One,Classic,NJ,2020-03-07,4,4303.000000,77410.970000,243
Retailer B,Brand Three,Flavored,SD,2019-02-23,2,13.000000,129.870000,4
Retailer B,Brand One,Mint,NE,2019-10-12,4,40.000000,639.600000,18
Retailer A,Brand Three,Classic,DC,2019-03-09,2,1.000000,15.990000,2
Retailer B,Brand Two,Mint,OK,2020-01-18,2,151.000000,2033.490000,46
Retailer B,Brand Two,Mint,SD,2019-03-09,2,7.000000,94.430000,8
Retailer B,Brand One,Flavored,SD,2019-04-06,2,60.000000,599.400000,9
Retailer B,Brand Three,Flavored,WY,2019-04-20,2,312.000000,3116.880000,16
Retailer B,Brand Three,Classic,WY,2019-11-30,2,37.000000,369.630000,17
Retailer B,Brand Two,Classic,ND,2019-11-09,2,3.000000,40.470000,6
Retailer A,Brand One,Classic,DC,2019-12-28,4,28.000000,839.720000,5
Retailer B,Brand One,Classic,SD,2019-12-21,4,55.000000,879.450000,9
Retailer B,Brand One,Classic,MT,2020-01-04,4,16.000000,255.840000,1
Retailer B,Brand One,Flavored,NE,2019-02-23,2,152.000000,1518.480000,19
Retailer B,Brand Two,Classic,ND,2019-03-09,2,4.000000,53.960000,5
Retailer B,Brand One,Flavored,MT,2019-03-02,2,0.000000,0.000000,1
Retailer A,Brand One,Classic,DC,2019-09-21,4,17.000000,509.830000,4
Retailer B,Brand One,Classic,MT,2020-01-18,4,22.000000,351.780000,1
Retailer A,Brand Three,Flavored,MD,2020-04-11,2,,,51
Retailer B,Brand Two,Classic,WY,2019-03-23,2,18.000000,242.820000,12
Retailer B,Brand One,Classic,MN,2019-02-23,2,0.000000,0.000000,2
Retailer B,Brand One,Flavored,ND,2019-07-06,4,440.000000,7035.600000,10
Retailer B,Brand One,Mint,ND,2019-06-29,4,51.000000,815.490000,10
Retailer A,Brand One,Classic,DC,2019-03-09,4,6.000000,179.940000,2
Retailer B,Brand Three,Flavored,NE,2019-02-16,2,16.000000,159.840000,6
Retailer B,Brand One,Classic,MN,2019-01-26,2,2.000000,29.980000,2
Retailer B,Brand Two,Mint,MT,2019-03-16,2,0.000000,0.000000,1
Retailer B,Brand Two,Mint,SD,2019-06-08,2,10.000000,134.900000,9
Retailer B,Brand One,Mint,MN,2019-10-05,2,0.000000,0.000000,2
Retailer B,Brand One,Mint,OK,2020-03-28,2,301.000000,3006.990000,47
Retailer B,Brand One,Mint,MO,2020-05-09,4,1869.000000,29885.310000,68
Retailer B,Brand Three,Classic,MO,2020-03-28,2,527.000000,5264.730000,68
Retailer B,Brand Two,Classic,ND,2019-06-22,2,12.000000,161.880000,4
Retailer C,Brand Two,Flavored,CO,2020-02-29,2,0.000000,0.000000,130
Retailer A,Brand Two,Classic,MD,2020-03-14,2,623.000000,8393.770000,52
Retailer C,Brand One,Classic,NM,2020-04-04,4,325.000000,6496.750000,77
Retailer A,Brand Two,Flavored,VA,2020-03-21,2,0.000000,0.000000,67
Retailer A,Brand One,Mint,NJ,2019-03-30,2,0.000000,0.000000,5
